premiseID,capacitykW,installDate,manufacturer,model,azimuth,tilt,rateClass,dateInstalled,premiseRateCode,maxAC,efficiency
19134,2.84,11/18/2016 0:00,SolarEdge,SE3000A-US,210,18,E100,11/18/2016,E140,3.3,97.5
19181,8.2,3/9/2014 0:00,SunPower,SPR3000SPR4200,170,18,E100,3/9/2014,E140,7.2,
19182,6,2/5/2018 0:00,SolarEdge,SE7600H-US,90,23,E100,2/5/2018,E140,8.35,97.5
19382,10.08,9/25/2017 0:00,Delta,(2) Solivia 5.2 TL,180,20,E100,9/25/2017,E135,10.4,97.5
19397,3,9/18/2012 0:00,SMA,SB3000HFUS,90,14,E100,9/18/2012,E140,3,96.5
19422,4,4/26/2018 0:00,SolarEdge,SE3800A-US,180,23,E100,4/26/2018,E140,4.15,98
19427,7.2,11/16/2018 0:00,Enpahse,IQ7-60-2-US,170,17,E100,11/16/2018,E120,,
19468,3.9,1/13/2017 0:00,SolarEdge,SE3800,170,18,E100,1/13/2017,E140,4.15,98
19505,5.04,3/8/2018 0:00,SolarEdge,SE7600A-US,180,23,E100,3/8/2018,E140,8.35,97.5
19507,8.26,11/6/2017 0:00,SolarEdge,SE7600A-US,90,23,E100,11/6/2017,E135,8.35,97.5
19571,4.5,10/31/2018 0:00,Solaredge,5000H,236,27,E100,10/31/2018,E125,5.4,97.5
19749,7,3/14/2018 0:00,Enphase,IQ6-60-2-US,270,20,E100,3/14/2018,E135,,
19775,5.9,3/8/2014 0:00,SolarEdge,SE6000A-US,270,18,E100,3/8/2014,E135,6,97.5
19788,8.45,11/23/2018 0:00,Delta,Solivia 5.2 TL; Solivia 3.8 TL,180,19,E100,11/23/2018,E125,9,97.5
20382,9.2,1/17/2019 0:00,Fronius,Primo 7.6kW,170,19,E200,1/17/2019,E140,7.6,97
20382,10.8,7/10/2015,Enphase,(38) M250,170,15,E200,7/10/2015,E222,9.5,96.5
20382,9.8,10/25/2012,Fronius,IG+ 10.0-1,180,19,E200,10/25/2012,E222,10,96.2
20382,5.8,4/24/2014,Fronius,IG+ 6.0,170,15,E200,4/24/2014,E222,6,96.2
20489,3,2/9/2018 0:00,SolarEdge,HD Wave 3000H,91,20,E100,2/9/2018,E140,3.3,97.5
20507,2.4,10/27/2017 0:00,SolarEdge,3000H,134,23,E100,10/27/2017,E140,3.3,97.5
20618,9.86,6/30/2017 0:00,SolarEdge,SE10000A-US,90,20,E100,6/30/2017,E140,10.8,97.5
20629,4.6,4/3/2015 0:00,SMA,SB 5000TL,180,23,E100,4/3/2015,E140,5,95.5
20644,9.8,2/27/2014 0:00,Fronius,IG+ 11.46.0,155,23,E100,2/27/2014,E135,11.4,96.2
20666,8.13,6/26/2018 0:00,SolarEdge,SE6000A-US-SNU2,180,45,E100,6/26/2018,E140,6,97.5
21021,10.1,8/15/2011 0:00,Fronius,IG+ 10.0-3,180,19,E200,8/15/2011,E220,10,96.2
21079,5.8,10/18/2016 0:00,SolarEdge,SE6000A-US,135,23,E100,10/18/2016,E140,6,97.5
21172,3.51,4/6/2016 0:00,Enphase,M250-60-2LL-S22 (13),100,20,E100,4/6/2016,E140,3.25,96.5
21205,3.45,12/3/2015 0:00,Enphase,M250-60-2LL-S22 (13),215,20,E100,12/3/2015,E140,3.25,96.5
21368,6.5,1/17/2018 0:00,Delta,Solivia 5.2 TL,257,30,E100,1/17/2018,E140,5.2,97.5
21408,6.76,7/7/2016 0:00,SolarEdge,SE6000A-US,192,33,E100,7/7/2016,E140,6,97.5
21444,6.72,4/21/2015 0:00,Enphase,(24) M250,85,28,E100,4/21/2015,E140,6,96.5
21454,8.12,6/28/2017 0:00,Enphase,M250-60-2LL-S22,162,32,E100,6/28/2017,E140,,96.5
21460,6.2,2/15/2017 0:00,Enphase,S280-60-240,153,23,E100,2/15/2017,E140,,
21467,9.9,12/17/2018 0:00,Enpahse,IQ7-60-2-US,90,29,E100,12/17/2018,E125,,
21480,13.52,3/22/2017 0:00,Delta,Solivia 7.6 TL & Solivia 3.8 TL,91,28,E100,3/22/2017,E140,11.4,97.5
21491,4.5,12/19/2014 0:00,Power One,PVI-3.6,215,23,E100,12/19/2014,E140,4,96
21494,6.44,4/19/2017 0:00,SolarEdge,SE6000,180,20,E100,4/19/2017,E140,6,97.5
21498,6.93,5/24/2017 0:00,Delta,Solivia 6.6 TL,180,27,E100,5/24/2017,E140,6.6,97.5
21504,2.4,10/26/2018 0:00,Enphase,IQ7-60-2-INT,180,24,E100,10/26/2018,E125,,
21514,7.7,8/15/2018 0:00,SolarEdge,SE7600A-US-U,241,27,E100,8/15/2018,E130,8.35,97.5
21515,3.08,10/10/2017 0:00,SolarEdge HD Wave,SE3000H,187,27,E100,10/10/2017,E140,3.3,97.5
21568,4.96,12/7/2018 0:00,Enphase,IQ6-60-2-US,180,27,E100,12/7/2018,E125,,
21570,7.28,7/30/2018 0:00,Enphase,IQ6Plus-72-2-US,181,23,E100,7/30/2018,E140,,
21599,3.84,5/5/2017 0:00,SolarEdge,SE3800A-US-U,149,27,E100,5/5/2017,E140,4.15,98
21600,3.1,7/19/2010 0:00,SunPower,SPR 3000m,140,23,E100,7/19/2010,E140,3,95.5
21601,2,6/1/2007 0:00,Froenius,IG2500-LV,180,30,E200,6/1/2007,E223,2.5,95
21709,5.4,8/8/2018 0:00,APsystems,YC500A microinverters,105,27,E100,8/8/2018,E130,,
21718,1.6,5/7/2015 0:00,Enphase,(6) M250,100,20,E100,5/7/2015,E140,1.5,96.5
21818,4.5,7/6/2018 0:00,SolarEdge,HD Wave 5000H,180,27,E100,7/6/2018,E140,5.4,97.5
21886,6.25,6/16/2015 0:00,SolarEdge,SE5000A,180,18,E100,6/16/2015,E130,5.4,97.5
21948,3.9,11/1/2016 0:00,Delta,Solivia 5.2 TL,180,26,E100,11/1/2016,E140,5.2,97.5
22010,5.5,4/30/2014 0:00,Power-One,PVI-5000,90,18,E100,4/30/2014,E130,5,96.4
22273,5.98,12/16/2016 0:00,Delta,Solivia 5.2 TL,180,20,E100,12/16/2016,E140,5.2,97.5
22278,6.5,5/10/2013 0:00,SunPower,SPR-PVI-6000,95,27,E100,5/10/2013,E140,6,96.4
22329,8.48,4/6/2016 0:00,SolarEdge,SE7600A-US,136,24,E100,4/6/2016,E140,8.35,97.5
22337,50,1/3/2011 0:00,Atzlan Comm Center PV Powered,PVP50kW,185,10,E300,1/3/2011,E370,50,
22492,3.98,9/18/2015 0:00,APS,YC500A,135,28,E100,9/18/2015,E140,,
22512,6.2,7/26/2017 0:00,Delta,Solivia 5.2 TL,143,26,E100,7/26/2017,E140,5.2,97.5
22515,2.08,5/20/2016 0:00,SolarEdge,SE3000A-US,149,26,E100,5/20/2016,E140,3.3,97.5
22525,5.5,4/9/2014 0:00,Power One,PVI-5000,180,18,E100,4/9/2014,E130,5,96.4
22585,5.2,3/28/2018 0:00,Delta,Solivia 5.2 TL,182,30,E100,3/28/2018,E140,5.2,97.5
22653,7.48,12/27/2018 0:00,SolarEdge,SE7600H-US000SNU2,180,27,E100,12/27/2018,E125,8.35,97.5
22654,6.84,1/9/2019 0:00,SolarEdge,SE7600HD-US,270,27,E100,1/9/2019,E140,8.35,97.5
22675,3.4,4/8/2014 0:00,Power One,PVI-3.0,91,18,E100,4/8/2014,E130,3.3,96
22709,15.08,12/9/2016 0:00,Delta,Solivia 6.6 TL (2),160,34,E100,12/9/2016,E130,13.2,97.5
22845,2.9,11/13/2012 0:00,SMA,SB3800US,145,26,E100,11/13/2012,E140,3.84,96.5
22896,6.7,3/12/2019 0:00,SolarEdge,SE7600H-US,238,27,E100,3/12/2019,E140,8.35,97.5
22940,4.26,11/9/2018 0:00,SolarEdge,SE5000H-US,230,23,E100,11/9/2018,E125,5.4,97.5
23043,3.5,1/24/2013 0:00,Enphase,M215(14),180,15,E100,1/24/2013,B140,3.01,95.5
23075,7.5,2/27/2014 0:00,Fronius,IG+ 7.5,205,33,E100,2/27/2014,E140,7.5,96.2
23097,6.6,10/18/2017 0:00,SolarEdge,SE7600A-US,180,23,E100,10/18/2017,E140,8.35,97.5
23127,3.25,4/12/2017 0:00,ABB,PVI-3.0-OUTD-S-US,179,26,E100,4/12/2017,E140,3.3,96
23220,5.88,2/23/2018 0:00,SolarEdge,SE6000H-US,180,26,E100,2/23/2018,E140,6,97.5
23238,2.4,4/29/2009 0:00,SMA,SB3000US,180,26,E100,4/29/2009,E140,3,96.5
23267,3.08,8/18/2017 0:00,SolarEdge,SE3000,180,20,E100,8/18/2017,E130,3.3,97.5
23380,4.94,2/14/2017 0:00,Delta,Solivia 5.2 TL,253,23,E100,2/14/2017,E140,5.2,97.5
23404,4.75,5/20/2008 0:00,Xantrex,GT5,160,45,E100,5/20/2008,E130,5,95.5
23510,6.5,2/10/2017 0:00,Delta,Solivia 7.6 TL,162,26,E100,2/10/2017,E140,7.6,97.5
23618,2.6,5/5/2011 0:00,Enphase,M190,180,19,E100,5/5/2011,E140,,95.5
23638,5.12,4/20/2018 0:00,SolarEdge,SE5000HD-US,180,23,E100,4/20/2018,E140,5.4,97.5
23678,3.85,10/4/2018 0:00,Solaredge,SE3800H-US,180,27,E100,10/4/2018,E140,4.15,98
23691,5.36,3/29/2016 0:00,SolarEdge,SE5000A-US-U,180,23,E100,3/29/2016,E140,5.4,97.5
23731,7.84,3/23/2017 0:00,SolarEdge,SE6000A,224,27,E100,3/23/2017,E140,6,97.5
24040,6.3,5/21/2014 0:00,Power One,PVI 4.2,225,25,E100,5/21/2014,E140,4.6,96
24053,8.84,12/2/2016 0:00,SolarEdge,SE7600A-US,170,35,E100,12/2/2016,E140,8.35,97.5
24131,8.96,9/18/2017 0:00,SolarEdge,SE7600A,223,27,E100,9/18/2017,E140,8.35,97.5
24337,10.71,2/22/2019 0:00,Delta,Solivia 3.8 TL; Solivia 5.2 TL,176,30,E100,2/22/2019,E140,9,97.5
24356,5.3,12/21/2016 0:00,SolarEdge,SE5000A-US,120,20,E100,12/21/2016,E140,5.4,97.5
24360,7.56,4/19/2017 0:00,Delta,Solivia 6.6 TL,169,29,E100,4/19/2017,E130,6.6,97.5
24363,4,11/19/2010 0:00,SMA,4000US,180,27,E100,11/19/2010,E140,4,96.5
24445,6.9,6/1/2018 0:00,SolarEdge,SE6000H-US,180,23,E100,6/1/2018,E140,6,97.5
24457,8.4,6/28/2017 0:00,SolarEdge,SE7600,202,27,E100,6/28/2017,E140,8.35,97.5
24481,6.03,12/9/2015 0:00,SolarEdge,SE6000A-US-U,164,25,E100,12/9/2015,E140,6,97.5
24551,3.64,11/23/2016 0:00,Delta,Solivia 3.8 TL,238,27,E100,11/23/2016,E140,3.8,97.5
24555,3.3,5/24/2012 0:00,Kaco,3502xi US,190,26,E100,5/24/2012,E140,3.5,95
24584,4.16,11/2/2016 0:00,Delta,Solivia 3.8 TL,179,29,E100,11/2/2016,E140,3.8,97.5
24585,7.44,3/29/2018 0:00,SolarEdge,SE7600H-US,98,23,E100,3/29/2018,E140,8.35,97.5
24675,3.18,7/19/2016 0:00,SolarEdge,SE3800A,90,27,E100,7/19/2016,E140,4.15,98
24691,2.65,12/3/2015 0:00,SolarEdge,SE3000A-US,183,25,E100,12/3/2015,E140,3.3,97.5
24720,1.6,6/5/2009 0:00,Fronius,IG2000,170,30,E100,6/5/2009,E140,2,95.2
24721,8.64,3/14/2019 0:00,Enphase,IQ7-60-2-US,180,17,E100,3/14/2019,E140,,
24737,5.46,1/26/2017 0:00,SolarEdge,SE5000A,179,26,E100,1/26/2017,E140,5.4,97.5
24743,3.3,12/27/2017 0:00,ABB,PVI-3.0-OUT-S-Z-A,180,27,E100,12/27/2017,E140,3.3,96
24782,3.25,12/27/2017 0:00,SolarEdge,SE3000A-US-ZB-U,182,25,E100,12/27/2017,E140,3.3,97.5
24796,5.1,3/28/2018 0:00,SolarEdge,HD Wave 5000H,180,27,E100,3/28/2018,E140,5.4,97.5
24820,5.32,1/25/2018 0:00,SolarEdge,SE5000H-US,235,23,E100,1/25/2018,E140,5.4,97.5
24822,4.8,11/2/2015 0:00,SolarEdge,SE6000A-US-U,180,26,E100,11/2/2015,E140,6,97.5
24831,2.8,6/15/2009 0:00,Fronius,IG Plus 3.0.1,180,14,E100,6/15/2009,E140,3,96.2
24935,4.41,1/6/2017 0:00,SolarEdge,SE3800,180,34,E100,1/6/2017,E140,4.15,98
24970,7.2,2/13/2017 0:00,SolarEdge,SE7600A-US,110,26,E100,2/13/2017,E140,8.35,97.5
25248,10.73,8/30/2018 0:00,SolarEdge,SE10000A-US-ZB-U,199,30,E100,8/30/2018,E140,10.8,97.5
25273,2.86,11/23/2016 0:00,Delta,Solivia 3.8 TL,242,34,E100,11/23/2016,E140,3.8,97.5
25329,6,7/2/2015 0:00,LG,AC Mono-X (20) 300W,135,33,E100,7/2/2015,E140,6,
25387,3.2,8/2/2010 0:00,SunPower,SPR 4000m,245,27,E100,8/2/2010,E140,4,96
25399,8.64,10/25/2017 0:00,SolarEdge,SE10000A-US-U,180,32,E100,10/25/2017,E140,10.8,97.5
25414,5.8,4/24/2012 0:00,PV Powered,PVP5200,170,32,E100,4/24/2012,E140,5.2,96
25432,10.1,9/23/2011 0:00,Fronius,IG+ 11.4-3,180,26,E200,9/23/2011,E223,11.4,96.2
25438,4.1,8/6/2010 0:00,SunPower,SPR 4000m,180,26,E100,8/6/2010,E140,4,96
25514,10.1,11/30/2011 0:00,Fronius,IG+ 11.4-3,180,30,E200,11/30/2011,E224,11.4,96.2
25611,3,9/22/2010 0:00,Enphase,M190 (13),175,33,E100,9/22/2010,E140,2.47,95.5
25646,4.28,1/19/2018 0:00,Enphase,IQ6-60-2-US,180,28,E100,1/19/2018,E140,,
25657,9.86,9/12/2017 0:00,Enphase,M250-60-2LL-S22,90,26.5,E100,9/12/2017,E140,,96.5
25693,5.03,12/9/2015 0:00,SolarEdge,SE5000A-US-U,180,23,E100,12/9/2015,E140,5.4,97.5
25727,7.13,1/24/2018 0:00,Enphase,IQ6-60-2-US,175,32,E100,1/24/2018,E140,,
25730,3.1,5/15/2009 0:00,Fronius,IG3000,165,23,E100,5/15/2009,E140,2.35,95.2
25832,3.1,9/13/2012 0:00,Power One,PVI-3.0,180,26,E100,9/13/2012,E140,3.3,96
25838,11.9,4/25/2018 0:00,SolarEdge,SE11400A-US-ZB-U,166,30,E100,4/25/2018,E140,12,97.5
25868,4.48,10/4/2016 0:00,Enphase,M250-60-2LL-S22,174,20,E100,10/4/2016,E140,,96.5
25948,3.38,5/10/2016 0:00,SolarEdge,SE3000A-US,91,18,E100,5/10/2016,E130,3.3,97.5
26012,9.15,7/6/2018 0:00,SolarEdge,SE10000A-US,180,20,E100,7/6/2018,E140,10.8,97.5
26016,15.8,10/25/2012 0:00,SMA Fronius,SB6000US IG+ V10.0,90,26,E100,10/25/2012,E140,16,96
26079,5.94,7/28/2017 0:00,SolarEdge,SE7600A-US,200,27,E100,7/28/2017,E140,8.35,97.5
26331,4,10/16/2015 0:00,SolarEdge,SE3800A,170,27,E100,10/16/2015,E140,4.15,98
26349,7.02,10/4/2018 0:00,Solaredge,SE7600A-US,120,27,E100,10/4/2018,E140,8.35,97.5
26365,8.37,12/20/2018 0:00,Enphase,IQ7Plus-72-2-US,188,27,E100,12/20/2018,E125,,
26372,6.6,8/1/2017 0:00,SolarEdge,SE7600A-US,180,27,E100,8/1/2017,E140,8.35,97.5
26377,3.38,2/7/2017 0:00,Delta,Solivia 3.8 TL,119,30,E100,2/7/2017,E140,3.8,97.5
26381,1.5,11/18/2008 0:00,PV Powered,PVP2000,170,19,E100,11/18/2008,E140,2,92
26422,5.04,5/25/2016 0:00,SolarEdge,SE3800A-US,70,25,E100,5/25/2016,E140,4.15,98
26452,7.08,7/31/2017 0:00,Delta,Solivia 6.6 TL,287,27,E100,7/31/2017,E140,6.6,97.5
26552,7.8,5/7/2018 0:00,SolarEdge,SE7600H-US,90,23,E100,5/7/2018,E140,8.35,97.5
26584,9.75,4/9/2018 0:00,SolarEdge,SE7600A-US 002SNU2,215,34,E100,4/9/2018,E140,8.35,97.5
26598,6.6,12/21/2018 0:00,Enpahse,IQ7-60-2-US,215,25,E100,12/21/2018,E125,,
26616,9.75,12/20/2018 0:00,Delta,Solivia 3.8 TL; Solivia 5.2 TL,179,31,E100,12/20/2018,E125,9,97.5
26631,5.23,4/14/2015 0:00,SolarEdge,SE5000A,196,23,E100,4/14/2015,E140,5.4,97.5
26845,4,11/11/2008 0:00,Fronius,IG 5100,140,23,E100,11/11/2008,E140,5.1,95.2
26868,8.2,11/20/2012 0:00,Power One,PVI 3.0 PVI 4.2,185,19,E100,11/20/2012,E140,7.9,96
26904,10.3,12/9/2015 0:00,SolarEdge,SE10000A-US-U,161,27,E100,12/9/2015,E140,10.8,97.5
26917,3.25,4/21/2015 0:00,ABB Power One,PVI-3.0,180,20,E100,4/21/2015,E130,3.3,96
26927,7.32,10/17/2018 0:00,SolarEdge,SE7600H-US,270,27,E100,10/17/2018,E140,8.35,97.5
26964,4.2,2/2/2018 0:00,SolarEdge,HD Wave 3800H,180,23,E100,2/2/2018,E140,4.15,98
27137,5.72,7/14/2016 0:00,SolarEdge,SE5000A-US,179,30,E100,7/14/2016,E140,5.4,97.5
27188,4.88,11/20/2018 0:00,SolarEdge,SE7600A-US,270,27,E100,11/20/2018,E125,8.35,97.5
27224,14.85,9/21/2011 0:00,SMA,SB5000 (3),180,23,E250,9/21/2011,E274,15,96.5
27238,2.75,7/17/2015 0:00,ABB Power One,PVI-3.0,180,10,E100,7/17/2015,E140,3.3,96
27341,5.8,9/18/2015 0:00,ABB Power One,PVI-5000,158,34,E100,9/18/2015,E140,5,96.4
27418,10.66,8/4/2016 0:00,Delta,Solivia 5.2 TL (2),177,18,E100,8/4/2016,E140,10.4,97.5
27522,10.4,12/19/2017 0:00,Delta,Solivia 3.8 TL; Solivia 5.2 TL,282,16,E100,12/19/2017,E140,9,97.5
27554,9.36,10/5/2012 0:00,Power One,PVI-4.2 (2),180,19,E100,10/5/2012,E140,9.2,96
27563,7,7/20/2018 0:00,SolarEdge,SE7600HD-US,180,9,E100,7/20/2018,E140,8.35,97.5
27567,3.97,6/20/2018 0:00,ABB,PVI-3.6-OUTD-S-US-Z-A,270,29,E100,6/20/2018,E140,4,96
27792,4.5,3/8/2018 0:00,SolarEdge,SE3000H-US,181,18,E100,3/8/2018,E140,3.3,97.5
27865,3.64,7/26/2016 0:00,SolarEdge,SE3800A-US,207,18,E100,7/26/2016,E140,4.15,98
27989,3.9,4/30/2015 0:00,ABB Sun Power,PVI-3.8,180,30,E100,4/30/2015,E140,4.2,96
28017,2.45,1/4/2010 0:00,Xantrex,GT2.8,180,25,E250,1/4/2010,E274,2.8,94
28191,2.6,6/15/2010 0:00,SMA,SB4000US,180,23,E100,6/15/2010,E140,4,96.5
28346,3.4,2/14/2013 0:00,SMA,3000US,270,34,E100,2/14/2013,E140,3,96.5
28439,5.6,6/5/2013 0:00,Power One,PVI-5000,106,18,E100,6/5/2013,E140,5,96.4
28644,2.8,6/15/2010 0:00,Enphase,M190 (16),90,26,E100,6/15/2010,E140,3.04,95.5
28710,7,6/7/2016 0:00,SolarEdge,SE6000A-US,109,16,E100,6/7/2016,E140,6,97.5
28720,3,6/6/2013 0:00,Power One,PVI-3.0,145,25,E100,6/6/2013,E140,3.3,96
28852,5.04,1/19/2017 0:00,SolarEdge,SE3800A,190,18,E100,1/19/2017,E140,4.15,98
28853,4.32,3/11/2019 0:00,SolarEdge,SE3800HD-US,186,20,E100,3/11/2019,E140,4.15,98
28868,3.9,11/1/2017 0:00,ABB,PVI-3.0-OUTD-S-US-Z-A,108,20,E100,11/1/2017,E140,3.3,96
28938,3,10/28/2015 0:00,Enphase,APS micro inverters,180,30,E100,10/28/2015,E140,,
29169,5.9,2/12/2014 0:00,Power One,PVI-6000,115,18,E100,2/12/2014,E140,6,96.4
29176,6.5,8/4/2014 0:00,ABB Power One,PVI-5000,155,34,E100,8/4/2014,E140,5,96.4
29408,2.6,11/22/2016 0:00,SolarEdge,SE3000A-US,180,18,E100,11/22/2016,E140,3.3,97.5
29409,5,5/14/2012 0:00,SMA,SB5000US,180,19,E100,5/14/2012,E140,5,95.5
29522,3.05,3/29/2018 0:00,SolarEdge,SE38000HD-US,271,20,E100,3/29/2018,E140,4.15,98
29586,12.03,4/3/2019 0:00,Delta,Solivia 7.6 TL; Solivia 5.2 TL,226,16,E100,4/3/2019,E140,12.8,97.5
29590,4.32,11/4/2016 0:00,Enphase,S2820-60-240,133,18,E100,11/4/2016,E140,,
29596,4.97,2/11/2019 0:00,SolarEdge,SE5000H-US,260,23,E100,2/11/2019,E140,5.4,97.5
29727,6.79,4/24/2017 0:00,SolarEdge,SE6000A-US-ZB-U,135,18,E100,4/24/2017,E140,6,97.5
30516,7.5,10/20/2014 0:00,Power One,PVI-6000,120,38,E100,10/20/2014,E140,6,96.4
30545,5.2,4/12/2018 0:00,SolarCity,SE5000H-US,179,24,E100,4/12/2018,E140,5.4,97.5
30607,15.25,2/4/2019 0:00,SolarEdge,SE11400H-US000SNU2,120,18,E100,2/4/2019,E140,12,97.5
30644,9.88,12/2/2016 0:00,Delta,Solivia 7.6 TL,205,19,E100,12/2/2016,E140,7.6,97.5
30650,3.38,4/22/2016 0:00,SolarEdge,SE3000A-US-ZB-U,202,26,E100,4/22/2016,E140,3.3,97.5
30683,5.1,12/20/2018 0:00,AP systems,YC500i microinverters,210,18.4,E100,12/20/2018,E125,,
30978,4.94,8/5/2016 0:00,SolarEdge,SE3800A,190,23,E100,8/5/2016,E140,4.15,98
31003,3.7,5/29/2013 0:00,Power One,PVI-3.0,165,30,E100,5/29/2013,E140,3.3,96
31025,6.1,1/18/2018 0:00,SolarEdge,SE6000A-US-U,180,22,E100,1/18/2018,E140,6,97.5
31039,4,4/29/2014 0:00,Enphase,M215,175,14,E100,4/29/2014,E140,,95.5
31215,3,10/14/2005 0:00,Xantrex,GT3,180,27,E100,10/14/2005,E140,3,94.5
31262,6.63,11/2/2015 0:00,SolarEdge,SE-6000A,180,33,E100,11/2/2015,E140,6,97.5
31613,5.67,3/8/2017 0:00,ABB,PVI-4.2,180,23,E100,3/8/2017,E130,4.6,96
31616,5.67,3/24/2017 0:00,Delta,Solivia 5.2 TL,181,24,E100,3/24/2017,E130,5.2,97.5
31699,6.5,5/20/2016 0:00,SolarEdge,SE6000A-US,271,23,E100,5/20/2016,E130,6,97.5
31778,5.4,9/1/2010 0:00,Froenius,IG5-plus,166,15,E200,9/1/2010,E223,5,96.2
31801,12.5,3/8/2014 0:00,Power One,PVI-6000 PVI-5000,180,18,E100,3/8/2014,E135,11,96.4
31854,2.92,9/25/2015 0:00,APS microinvertor (11),YC500A,130,20,E100,9/25/2015,E140,,
31855,3.1,9/13/2012 0:00,Power One,PVI-3.0,100,14,E100,9/13/2012,E140,3.3,96
31856,7.35,2/5/2018 0:00,SolarEdge,SE7600HD-US,120,20,E100,2/5/2018,E140,8.35,97.5
31882,5.46,1/26/2017 0:00,Delta,Solivia 5.2 TL,202,20,E100,1/26/2017,E140,5.2,97.5
31891,6.6,6/26/2013 0:00,Power One,PVI-6000,178,30,E100,6/26/2013,E135,6,96.4
31911,5.88,1/10/2017 0:00,SolarEdge,SE5000A-US,235,18,E100,1/10/2017,E140,5.4,97.5
31912,4.73,9/7/2016 0:00,Enphase,M280-60-2LL-US,135,27.5,E100,9/7/2016,E140,,
31932,6.76,12/9/2016 0:00,Delta,Solivia 6.6 TL,270,18,E100,12/9/2016,E140,6.6,97.5
31976,7.5,6/16/2015 0:00,ABB Power One,PVI-6.0,160,18,E100,6/16/2015,E135,6,96.4
31977,10.5,6/16/2015 0:00,ABB Power One,PVI-3.6,143,29,E100,6/16/2015,E135,8,96
31984,8.4,5/5/2017 0:00,SolarEdge,SE7600,181,18,E100,5/5/2017,E135,8.35,97.5
31992,6.18,5/24/2018 0:00,Delta,Solivia 5.2 TL,163,18,E100,5/24/2018,E140,5.2,97.5
32076,11.39,12/2/2016 0:00,SMA,Sunny Boy 5000tl-US & 6000tl-US,206,22,E100,12/2/2016,E140,11,95.5
32098,4.48,7/14/2015 0:00,Enphase,M-250,185,18,E100,7/14/2015,E140,,96.5
32114,6.1,11/16/2018 0:00,ABB,PVI-5000-OUTD-US-Z-A,156,20,E100,11/16/2018,E125,5,96.4
32142,6.09,11/2/2015 0:00,SolarEdge,SE6000A-US,225,20,E100,11/2/2015,E140,6,97.5
32144,6.1,10/27/2017 0:00,SolarEdge,SE6000H-US-U,175,28,E100,10/27/2017,E140,6,97.5
32233,3.5,5/25/2011 0:00,Enphase,M190 (15),180,19,E100,5/25/2011,E140,2.85,95.5
32265,10.4,7/19/2016 0:00,SolarEdge,SE10000A-US-U,173,18,E100,7/19/2016,E135,10.8,97.5
32269,7.14,6/18/2015 0:00,Sunny Boy,SB 7000TL,130,20,E100,6/18/2015,E135,7,95.5
32642,53.5,10/10/2016 0:00,Trinity Lutheran Church  SolarEdge (3),SE14.4K - US,158,17,E300,10/10/2016,E274,43.2,97
32717,2.7,9/13/2006 0:00,Fronius,IG3000,160,10,E100,9/13/2006,E140,2.35,95.2
32955,5.6,1/17/2013 0:00,Enphase,M215 (22),180,27,E100,1/17/2013,E140,4.73,95.5
32957,9.1,2/23/2016 0:00,SolarEdge,SE7600A-US,209,12,E100,2/23/2016,E140,8.35,97.5
33111,3.15,4/28/2017 0:00,Delta,Solivia 3.8 TL,90,18,E100,4/28/2017,E140,3.8,97.5
33131,4.85,4/14/2015 0:00,ABB Power One,PVI-4.2,135,19,E100,4/14/2015,E140,4.6,96
33500,6,2/5/2018 0:00,Enphase,IQ6+-72-2-US,90,18,E100,2/5/2018,E140,,
33510,5,5/30/2014 0:00,Power One,PVI-5000,131,27,E100,5/30/2014,E140,5,96.4
33621,3.38,2/15/2017 0:00,Delta,Solivia 3.8 TL,270,18,E100,2/15/2017,E140,3.8,97.5
33775,3,5/17/2013 0:00,Enphase,M215 (12),205,30,E100,5/17/2013,E140,2.58,95.5
33872,6,2/9/2016 0:00,ABB Power One,PVI-5000,180,18,E100,2/9/2016,E140,5,96.4
33942,4.1,7/25/2016 0:00,SolarEdge,SE3800A,180,20,E100,7/25/2016,E140,4.15,98
33944,3.24,3/11/2019 0:00,SolarEdge,3000H,181,18,E100,3/11/2019,E140,3.3,97.5
33945,6.76,6/13/2016 0:00,SolarEdge,SE6000-US,180,18,E100,6/13/2016,E140,6,97.5
33957,6.24,9/19/2016 0:00,SolarEdge,SE5000-US,186,18,E100,9/19/2016,E140,5.4,97.5
33982,5.85,5/24/2018 0:00,Delta,Solivia 5.2 TL,169,18,E100,5/24/2018,E140,5.2,97.5
34016,9.43,1/12/2018 0:00,Delta,Solivia 5.2 TL; Solivia 3.8 TL,179,16,E100,1/12/2018,E140,9,97.5
34193,7.88,4/5/2016 0:00,SolarEdge,SE7600A-US,210,18,E100,4/5/2016,E135,8.35,97.5
34230,3.36,1/25/2018 0:00,SolarEdge,SE3000H-US,180,18,E100,1/25/2018,E140,3.3,97.5
34238,10.2,2/27/2018 0:00,ABB,PVI-4.2 & PVI-5.0-OUTD-S-US-Z-A,180,18,E100,2/27/2018,E140,9.2,96
34320,6.89,2/23/2016 0:00,Enphase,M250-60-2LL-S22 (26),160,20,E100,2/23/2016,E140,6.5,96.5
34323,7.48,7/3/2018 0:00,SolarEdge,SE6000A-US-ZB-U,172,18,E100,7/3/2018,E140,6,97.5
34329,4.48,4/20/2017 0:00,SolarEdge,HD Wave 3800H,192,18,E100,4/20/2017,E140,4.15,98
34331,4.4,6/11/2013 0:00,Power One,PVI 5000,200,10,E100,6/11/2013,E140,5,96.4
