premiseID,capacitykW,installDate,manufacturer,model,azimuth,tilt,rateClass,dateInstalled,premiseRateCode,maxAC,efficiency
34493,7.32,11/20/2018 0:00,SolarEdge,SE7600A-US,200,23,E100,11/20/2018,E125,8.35,97.5
34858,3.98,12/3/2015 0:00,Enphase,M-250-60-2LL-S22,110,28,E100,12/3/2015,E140,,96.5
35080,6.5,3/21/2017 0:00,Delta,Solivia 7.6 TL,194,24,E100,3/21/2017,E140,7.6,97.5
35118,6.09,9/20/2018 0:00,SolarEdge,SE5000H -US,180,20,E100,9/20/2018,E135,5.4,97.5
35235,5.46,12/3/2015 0:00,SolarEdge,SE5000A,180,20,E100,12/3/2015,E140,5.4,97.5
35374,5.5,5/3/2014 0:00,Power-One,PVI-5000,226,26,E100,5/3/2014,E140,5,96.4
35460,3.6,2/5/2018 0:00,SolarEdge,SE3000H-US,199,34,E100,2/5/2018,E140,3.3,97.5
35474,6,10/19/2017 0:00,SolarEdge,SE5000A-US,202,34,E100,10/19/2017,E140,5.4,97.5
35484,3.1,7/13/2011 0:00,Enphase,M190 (13),240,19,E100,7/13/2011,E140,2.47,95.5
35528,4.5,10/27/2017 0:00,AP systems,YC500i microinverters,100,26,E100,10/27/2017,E140,,
35538,10.8,10/28/2013 0:00,Fronius,IG+ 10.0,130,14,E100,10/28/2013,E135,10,96.2
35630,5.46,2/23/2016 0:00,SolarEdge,SE5000A-US-U,211,20,E100,2/23/2016,E140,5.4,97.5
35637,3,4/6/2016 0:00,ABB Power One,PVI-3.0-OUT-S-US-Z-A,210,27,E100,4/6/2016,E140,3.3,96
35643,6.75,12/14/2018 0:00,SolarEdge,SE7600H-US,90,23,E100,12/14/2018,E125,8.35,97.5
35704,4.42,4/6/2016 0:00,SolarEdge,SE3800A,197,26,E100,4/6/2016,E140,4.15,98
35707,6.5,7/7/2016 0:00,SolarEdge,SE6000A-US,160,23,E100,7/7/2016,E140,6,97.5
35710,6.3,10/21/2016 0:00,Enphase,S280-60-240 (20),198,23,E100,10/21/2016,E140,5.6,96.5
35767,3.64,7/10/2017 0:00,SolarEdge,HD Wave 3000H,180,27,E100,7/10/2017,E130,3.3,97.5
35827,4.7,9/29/2014 0:00,Fronius,IG+ 5.0-1,135,14,E100,9/29/2014,E140,5,96.2
35870,3.4,4/30/2015 0:00,Enphase,(12) M250,180,20,E100,4/30/2015,E140,3,96.5
36107,4.5,1/29/2018 0:00,SolarEdge,HD Wave 3800H,181,27,E100,1/29/2018,E140,4.15,98
36236,2.7,1/10/2019 0:00,Enphase,IQ7-60-2-INT,190,24,E100,1/10/2019,E140,,
36608,3.58,4/25/2018 0:00,SolarEdge,SE3000H,269,18,E100,4/25/2018,E130,3.3,97.5
36691,5,1/22/2013 0:00,DOW Powerhouse,SPV-3.5,180,31,E100,1/22/2013,E130,3.5,97.5
36807,6.6,9/12/2018 0:00,Enphase,IQ7Plus-72-2-US,181,26,E100,9/12/2018,E140,,
37152,6.44,9/8/2017 0:00,SolarEdge,SE5000H-US,90,18,E100,9/8/2017,E130,5.4,97.5
37254,5.83,4/22/2016 0:00,SolarEdge,SE6000A-US,180,16,E100,4/22/2016,E130,6,97.5
37353,5.04,2/7/2019 0:00,SolarEdge,SE5000HD-US-U,90,19,E100,2/7/2019,E140,5.4,97.5
37399,3.6,1/8/2019 0:00,SolarEdge,SE3800HD-US,182,43,E100,1/8/2019,E140,4.15,98
37401,3.15,8/31/2018 0:00,Solaredge,SE3800A-US-U,180,34,E100,8/31/2018,E130,4.15,98
37421,11.05,8/27/2018 0:00,SolarEdge,SE11400A-US,180,30,E100,8/27/2018,E130,12,97.5
37424,4.42,8/31/2016 0:00,SolarEdge,SE38000,180,40,E100,8/31/2016,E130,4.15,98
37425,5.99,12/21/2016 0:00,SMA,Sunny Boy 6.0-1,210,34,E100,12/21/2016,E130,6,95.5
37477,5.1,11/1/2018 0:00,SolarEdge,5000H,270,18,E100,11/1/2018,E100,5.4,97.5
37485,5.7,12/8/2017 0:00,ABB,PVI-5000-OUTD-US,179,18,E100,12/8/2017,E130,5,96.4
37536,2.9,3/25/2013 0:00,Aurora,PVI-3.0,150,14,E100,3/25/2013,E130,3.3,96
37544,4.2,10/7/2011 0:00,Power One,PVI4.2,235,14,E100,10/7/2011,E130,4.6,96
37686,9.16,1/13/2017 0:00,SunPower,E20-327-C-AC,239,20,E100,1/13/2017,E130,,
38130,6.9,2/6/2018 0:00,SolarEdge,HD Wave SE6000H-US,180,32,E100,2/6/2018,E130,6,97.5
38333,3.11,3/29/2016 0:00,SolarEdge,SE3000A-US-U,180,18,E100,3/29/2016,E130,3.3,97.5
38344,6,4/30/2015 0:00,ABB Power One,PVI-5000,204,18,E100,4/30/2015,E130,5,96.4
38357,4.5,4/8/2014 0:00,Power One,PVI 3.6,90,17,E100,4/8/2014,E130,4,96
38393,9.9,12/14/2017 0:00,APS,YC500i microinverters,160,14,E100,12/14/2017,E130,,
38548,5.04,8/8/2016 0:00,Enphase,M250,160,26.5,E100,8/8/2016,E130,,96.5
38588,3.42,5/21/2018 0:00,SolarEdge,SE3800H-US,195,26,E100,5/21/2018,E130,4.15,98
38651,5.7,1/10/2018 0:00,SolarEdge,SE5000H,205,27,E100,1/10/2018,E130,5.4,97.5
38783,3.19,5/21/2018 0:00,SolarEdge,SE3000H-US,155,18,E100,5/21/2018,E130,3.3,97.5
38799,6.6,12/18/2017 0:00,SolarEdge,HD Wave SE6000H,192,27,E100,12/18/2017,E130,6,97.5
38812,4.8,12/28/2018 0:00,SolarEdge,5000H,124,18,E100,12/28/2018,E100,5.4,97.5
38878,3.92,5/17/2017 0:00,SolarEdge,HD Wave 3800H,197,18,E100,5/17/2017,E130,4.15,98
38913,8.32,8/26/2016 0:00,Delta,Solivia 7.6 TL,187,22,E100,8/26/2016,E130,7.6,97.5
38966,5.2,6/16/2017 0:00,SolarEdge,SE7600A-US,180,23,E100,6/16/2017,E130,8.35,97.5
39012,5.2,6/15/2016 0:00,SolarEdge,SE5000A-US,123,18,E100,6/15/2016,E130,5.4,97.5
39015,10.1,11/30/2011 0:00,Fronius,IG+ 11.4-3,180,15,E250,11/30/2011,E370,11.4,96.2
39144,3.3,10/25/2006 0:00,Sunnyboy,3300U,180,25,E200,10/25/2006,E220,3.6,94.4
39421,4.24,8/26/2016 0:00,SolarEdge,SE7600A-US,180,20,E100,8/26/2016,E130,8.35,97.5
39428,7.7,2/13/2018 0:00,SolarEdge,SE-7600H-US,220,23,E100,2/13/2018,E130,8.35,97.5
39469,4.05,11/4/2016 0:00,Enphase,M250-60-240,173,21,E100,11/4/2016,E130,,96.5
39548,3.2,5/29/2011 0:00,SMA/Shuco,3000US,190,27,E100,5/29/2011,E130,3,96.5
39713,4.42,8/11/2016 0:00,SolarEdge,SE3800,245,27,E100,8/11/2016,E130,4.15,98
39813,6,6/13/2018 0:00,SolarEdge,HD Wave 6000H,124,18,E100,6/13/2018,E130,6,97.5
39814,9.2,5/24/2017 0:00,SolarEdge,SE7600A-US,180,23,E100,5/24/2017,E130,8.35,97.5
39815,4.27,7/20/2018 0:00,Delta,Solivia 3.8 TL,191,18,E100,7/20/2018,E130,3.8,97.5
39827,2.84,7/13/2017 0:00,ABB,PVI-3.0-OUTD-S-US,181,30,E100,7/13/2017,E130,3.3,96
39851,6.9,2/27/2014 0:00,Power One,PVI-6000,135,33,E100,2/27/2014,E130,6,96.4
40061,4.48,1/22/2019 0:00,Solaredge,SE5000H-US,162,23,E100,1/22/2019,E140,5.4,97.5
40077,8.06,10/20/2016 0:00,SolarEdge,SE7600A-US,180,27,E100,10/20/2016,E130,8.35,97.5
40105,4.65,11/1/2018 0:00,SolarEdge,SE5000A-US,180,39,E100,11/1/2018,E100,5.4,97.5
40207,7.8,1/24/2018 0:00,Delta,Solivia 5.2 TL; Solivia 3.8 TL,121,24,E100,1/24/2018,E130,9,97.5
40216,4.65,11/20/2018 0:00,SolarEdge,SE5000A-US,180,39,E100,11/20/2018,E100,5.4,97.5
40228,6,10/6/2017 0:00,SolarEdge,SE6000H-US,122,20,E100,10/6/2017,E130,6,97.5
40473,7.2,9/1/2017 0:00,SMA,SB 7.0-1SP-US-40,180,26,E100,9/1/2017,E130,7,95.5
40526,8.5,1/31/2019 0:00,Enpahse,IQ7+,185,22.5,E100,1/31/2019,E140,,
40682,3.48,5/21/2018 0:00,SolarEdge,SE3000H-US,250,26,E100,5/21/2018,E130,3.3,97.5
40703,3.38,1/13/2016 0:00,SolarEdge,SE3000A-US-ZB-U,180,26,E100,1/13/2016,E130,3.3,97.5
40731,9.59,11/23/2018 0:00,AP systems,YC500i microinverters,55,27,E100,11/23/2018,E100,,
40775,5.46,12/5/2016 0:00,Delta,Solivia 5.2 TL,179,26,E100,12/5/2016,E130,5.2,97.5
40831,5.94,12/20/2018 0:00,Enphase,IQ7X-96-2-US,150,27,E100,12/20/2018,E100,,
40893,3.7,5/15/2009 0:00,SunPower,SPR4000m,180,23,E100,5/15/2009,E130,4,96
40902,8.24,9/4/2018 0:00,ABB (2),UNO-DM-3.3-TL-PLUS-US-SZ-RA,270,27,E100,9/4/2018,E130,6.6,96.5
40930,9.6,4/30/2018 0:00,Delta,Solivia 7.6,72,27,E100,4/30/2018,E130,7.6,97.5
41038,6.93,6/7/2016 0:00,SolarEdge,SE7600A-US,220,27,E100,6/7/2016,E130,8.35,97.5
41158,4.06,7/11/2018 0:00,SolarEdge,SE3800H-US,192,33,E100,7/11/2018,E130,4.15,98
41271,6.24,7/12/2016 0:00,SolarEdge,SE5000A-US,269,27,E100,7/12/2016,E130,5.4,97.5
41330,4.48,1/12/2018 0:00,SolarEdge,SE3800H-US,20,24,E100,1/12/2018,E130,4.15,98
41407,5.1,12/3/2015 0:00,ABB Power One,PVI-3.6,219,25,E100,12/3/2015,E130,4,96
41420,6.71,11/15/2018 0:00,SolarEdge,SE7600H-US,173,23,E100,11/15/2018,E100,8.35,97.5
41596,4.41,5/22/2017 0:00,Delta,Solivia 5.2 TL,135,26,E100,5/22/2017,E130,5.2,97.5
41718,4.43,3/29/2019 0:00,SolarEdge,SE3800H-US,235,30,E100,3/29/2019,E140,4.15,98
41732,3,6/16/2015 0:00,Sunny Boy,SB3000TL,111,27,E100,6/16/2015,E130,3,96.5
41836,4.5,10/7/2011 0:00,SunPower,SPR4000m,220,27,E100,10/7/2011,E130,4,96
41860,2.9,10/31/2012 0:00,Fronius,IG+ V3.0,80,23,E100,10/31/2012,E130,3,96.2
41860,4.8,3/29/2019 0:00,APsystems,YC600 microinverters,80,26,E100,3/29/2019,E140,,
41862,4.26,3/22/2019 0:00,Enphase,IQ7Plus-72-2-US,152,20,E100,3/22/2019,E140,,
41888,7.92,12/21/2018 0:00,SolarEdge,SE7600A-USS,149,23,E100,12/21/2018,E100,8.35,97.5
41943,9.43,8/17/2018 0:00,Delta,Solivia 3.8 TL; Solivia 5.2 TL,92,26,E100,8/17/2018,E140,9,97.5
42017,9,11/23/2018 0:00,SolarEdge,SE7600A-USS2,180,23,E100,11/23/2018,E100,8.35,97.5
42092,4,5/13/2013 0:00,Power-One,PVI-6000,115,25,E100,5/13/2013,E140,6,96.4
42148,3.78,12/19/2014 0:00,Enphase,(14) M250,115,19,E100,12/19/2014,E140,3.5,96.5
42157,3.14,1/3/2018 0:00,Enphase,IQ6-60-2-US,207,30,E100,1/3/2018,E140,,
42228,5.7,10/22/2018 0:00,Enphase,IQ7-60-2-INT,270,25,E100,10/22/2018,E125,,
42267,8.1,7/2/2015 0:00,LG,AC Mono-X 300W,180,33,E100,7/2/2015,E140,,
42330,2,3/17/2014 0:00,Power One,PVI-3.0,260,25,E100,3/17/2014,E140,3.3,96
42406,5.53,8/21/2017 0:00,SolarEdge,SE5000,239,16,E100,8/21/2017,E140,5.4,97.5
42416,4.68,12/16/2016 0:00,Delta,Solivia 5.2 TL,207,30,E100,12/16/2016,E130,5.2,97.5
42697,9.72,9/4/2018 0:00,Enphase,IQ7Plus-72-2-US,255,26,E100,9/4/2018,E130,,
42739,6,1/31/2019 0:00,SolarEdge,5000H,244,27,E100,1/31/2019,E140,5.4,97.5
42755,3.64,1/12/2017 0:00,Delta,Solivia 3.8 TL,117,26,E100,1/12/2017,E140,3.8,97.5
42767,5.53,1/24/2018 0:00,Delta Solivia,5.2 TL,201,27,E100,1/24/2018,E140,5.2,97.5
42768,2.4,12/7/2018 0:00,SolarEdge,3000H,160,27,E100,12/7/2018,E100,3.3,97.5
42847,6,9/13/2012 0:00,Power One,PVI-6000,240,19,E100,9/13/2012,E130,6,96.4
42876,9.57,5/11/2017 0:00,Enphase,M250-60-2LL-S22,150,20,E100,5/11/2017,E130,,96.5
42925,7.2,11/2/2015 0:00,SolarEdge,SE7600A-Us,90,26,E100,11/2/2015,E140,8.35,97.5
42944,7.02,12/3/2015 0:00,SolarEdge,SE6000A-US,180,26,E100,12/3/2015,E130,6,97.5
42987,4.25,8/7/2015 0:00,ABB Power One,PVI-3.0,243,22,E100,8/7/2015,E140,3.3,96
42993,20.4,11/15/2010 0:00,SMA,SB6000US(2)SB8000,180,20,E200,11/15/2010,E370,21.6,95.5
43069,6.44,4/10/2017 0:00,SolarEdge,SE5000A-US,173,27,E100,4/10/2017,E130,5.4,97.5
43084,9.45,1/11/2018 0:00,Fronius,PRIMO 8.2-1,235,22,E100,1/11/2018,E130,8.2,97
43136,7.7,7/1/2010 0:00,Fronius,IG Plus 7.5,165,23,E100,7/1/2010,E140,7.5,96.2
43139,5.5,9/17/2012 0:00,Enphase,M215(22),240,27,E100,9/17/2012,E130,4.73,95.5
43171,3.96,4/1/2019 0:00,SolarEdge,SE3800HD-US,132,23,E100,4/1/2019,E140,4.15,98
43196,2.15,9/8/2010 0:00,Fronius,IG 2000,155,5,E100,9/8/2010,E140,2,95.2
43212,6,12/2/2016 0:00,Fronius,Primo 6.0-1,180,40,E100,12/2/2016,E140,6,96.5
43227,6.9,2/19/2014 0:00,Power One,PVI-6000,180,23,E100,2/19/2014,E140,6,96.4
43253,2.7,6/26/2013 0:00,Fronius,IG+ 3.0,180,45,E100,6/26/2013,E140,3,96.2
43307,7.28,5/26/2017 0:00,SolarEdge,SE6000,174,28,E100,5/26/2017,E140,6,97.5
43336,6.83,7/7/2017 0:00,SolarEdge,SE6000A-US-ZB-U,111,24,E100,7/7/2017,E130,6,97.5
43374,3.6,8/23/2018 0:00,SolarEdge,3800H-US,267,23,E100,8/23/2018,E140,4.15,98
43432,8.19,3/29/2016 0:00,SolarEdge,SE7600A-US,180,35,E100,3/29/2016,E140,8.35,97.5
43490,4.68,7/7/2016 0:00,Enphase,M250-60-2LL-S22,180,45,E100,7/7/2016,E130,,96.5
43503,3.1,8/13/2012 0:00,Power One,PVI-3.0,180,40,E100,8/13/2012,E130,3.3,96
43510,12.2,7/12/2012 0:00,Power One,PVI-5000 PVI-6000,145,23,E100,7/12/2012,E130,11,96.4
43515,12.7,12/22/2009 0:00,Enphase,M190 (66),180,20,E200,12/22/2009,E220,12.54,95.5
43518,77,1/11/2010 0:00,New Belgium SMA,SB6000US (12),180,15,E300,1/11/2010,E370,72,95.5
43587,4.5,6/18/2015 0:00,ABB Power One,PVI-3.6,190,34,E100,6/18/2015,E130,4,96
43599,6.08,3/14/2019 0:00,Enphase,IQ7-60-2-US,180,27,E100,3/14/2019,E140,,
43606,3.1,6/27/2012 0:00,SolarEdge,SE3300US,170,23,E100,6/27/2012,E130,3.3,97.5
43610,3.1,9/8/2010 0:00,Fronius,IG 3000,180,19,E100,9/8/2010,E140,3,96.2
43615,4.77,7/19/2016 0:00,SolarEdge,SE3800,181,23,E100,7/19/2016,E130,4.15,98
43677,5.46,3/7/2017 0:00,SolarEdge,SE5000A-US-ZB-U,180,26,E100,3/7/2017,E140,5.4,97.5
43687,3.3,1/2/2018 0:00,ABB,PVI-3.0-OUTD-S-US-Z-A,181,32,E100,1/2/2018,E140,3.3,96
43690,14.1,12/31/2018 0:00,SolarEdge,SE11400H,104,27,E100,12/31/2018,E140,12,97.5
43732,3.36,1/25/2018 0:00,SolarEdge,SE3000H-US,180,24,E100,1/25/2018,E130,3.3,97.5
43734,3,7/12/2010 0:00,Enphase,M190 (14),180,23,E100,7/12/2010,E130,2.66,95.5
43742,7.5,8/9/2017 0:00,SolarEdge,SE7600A-US-U,91,23,E100,8/9/2017,E130,8.35,97.5
44112,9.8,1/25/2018 0:00,SolarEdge,SE10000A-US,175,22,E100,1/25/2018,E130,10.8,97.5
44123,6.76,7/25/2016 0:00,Delta,Solivia 5.2,173,33,E100,7/25/2016,A130,5.2,97.5
44134,4.72,5/22/2017 0:00,ABB,PVI-3.6-OUTD-S-US,140,30,E100,5/22/2017,E130,4,96
44150,2.7,12/19/2014 0:00,Enphase,(10) M250,155,19,E100,12/19/2014,A130,2.5,96.5
44247,5.51,5/31/2018 0:00,Enphase,IQ6-60-2-US,210,25,E100,5/31/2018,A130,,
44250,9.6,9/29/2014 0:00,SMA (2),SB5000 SB3800,97,24,E100,9/29/2014,E130,8.84,95.5
44284,3.92,3/29/2016 0:00,SolarEdge,SE3800A-US,192,27,E100,3/29/2016,E130,4.15,98
44298,16.2,4/8/2014 0:00,Fronius,IG+ 7.5 (2),179,33,E100,4/8/2014,E130,15,96.2
44337,9.8,3/8/2014 0:00,Fronius,IG+ 7.5,144,26,E100,3/8/2014,E130,7.5,96.2
44369,3.9,1/13/2017 0:00,Delta,Solivia 5.2 TL,91,40,E100,1/13/2017,E130,5.2,97.5
44393,3.9,2/19/2014 0:00,Power One,PVI-3.0,221,30,E100,2/19/2014,A130,3.3,96
44395,5,4/14/2015 0:00,ABB Power One,PVI-3.0,232,24,E100,4/14/2015,A130,3.3,96
44403,7.1,3/12/2015 0:00,Enphase,(26) M250,225,30,E100,3/12/2015,A130,6.5,96.5
44405,7.3,5/21/2014 0:00,Power-One,PVI-6000,220,27,E100,5/21/2014,A130,6,96.4
44427,4.85,1/19/2018 0:00,Enphase,IQ6-60-2-US,188,25,E100,1/19/2018,E130,,
44464,2.9,11/8/2010 0:00,Enphase,M210 (14),180,19,E100,11/8/2010,E130,2.94,95.5
44569,6.5,5/4/2016 0:00,SolarEdge,SE6000A-US,181,22,E100,5/4/2016,E130,6,97.5
44578,16.56,2/1/2019 0:00,Solaredge,SE-10000H-US,272,23,E100,2/1/2019,E140,10.8,97.5
44685,4.88,8/28/2015 0:00,SolarEdge,SE5000A,180,34,E100,8/28/2015,A130,5.4,97.5
44733,9.2,10/16/2015 0:00,SolarEdge,SE7600A,180,35,E100,10/16/2015,A130,8.35,97.5
44755,7.88,6/29/2016 0:00,SolarEdge,SE7600A-US,230,18,E100,6/29/2016,A130,8.35,97.5
44774,7.15,6/20/2018 0:00,Delta,Solivia 7.6 TL,202,34,E100,6/20/2018,A130,7.6,97.5
44811,4.7,4/9/2012 0:00,Enphase,M215 (20),140,20,E100,4/9/2012,A130,4.3,95.5
44828,4.7,4/9/2012 0:00,Enphase,M215 (20),175,45,E100,4/9/2012,A115,4.3,95.5
44860,6.5,5/4/2018 0:00,Delta,Solivia 5.2 TL,199,24,E100,5/4/2018,A130,5.2,97.5
44979,5.7,5/4/2016 0:00,SolarEdge,SE5000A-US-ZB-U,180,31,E100,5/4/2016,E130,5.4,97.5
45093,4.1,9/18/2012 0:00,Power One,PVI-3.6,105,20,E100,9/18/2012,E130,4,96
45167,5.49,3/20/2018 0:00,ABB,PVI-4.2-OUTD-S-US-Z-A,151,28,E100,3/20/2018,E130,4.6,96
45206,7,8/18/2015 0:00,Enphase,M250-60-2LL-S22 (25),140,20,E100,8/18/2015,E130,6.25,96.5
45213,5.9,1/22/2013 0:00,SunPower,SPR-6000m,225,27,E100,1/22/2013,E130,6,96
45238,6.36,2/23/2016 0:00,SolarEdge,SE6000A-US,133,28,E100,2/23/2016,E130,6,97.5
45400,3.9,7/12/2016 0:00,SolarEdge,SE3000A-US,195,27,E100,7/12/2016,E130,3.3,97.5
45480,7.35,10/15/2018 0:00,SolarEdge,SE7600H-US,243,27,E100,10/15/2018,E130,8.35,97.5
45569,4.35,3/8/2017 0:00,Enphase,M250-60-2LL-S22,175,20,E100,3/8/2017,E130,,96.5
45668,4.8,11/14/2015 0:00,APS,YC600 microinverters,180,18,E100,11/14/2015,A100,,
45826,8.4,8/17/2018 0:00,SolarEdge,7600H-US,221,34,E100,8/17/2018,E130,8.35,97.5
45856,16.92,10/19/2018 0:00,SolarEdge,SE7600A-US; SE7600H-US,180,27,E100,10/19/2018,E100,16.7,97.5
45863,3.9,4/8/2014 0:00,SunnyBoy,SB4000US,163,27,E100,4/8/2014,E130,4,96.5
45867,8.06,7/21/2016 0:00,SolarEdge,SE7600A-US,101,26,E100,7/21/2016,E130,8.35,97.5
45960,4.5,5/3/2014 0:00,Power-One,PVI-3.6,180,20,E100,5/3/2014,E130,4,96
46015,5.2,10/22/2018 0:00,SolarEdge,SE50000H-US000SNU2,277,35,E100,10/22/2018,E100,5.4,97.5
46069,4.5,4/30/2015 0:00,ABB Power One,PVI-3.6,180,26,E100,4/30/2015,E130,4,96
46111,4.55,6/29/2018 0:00,Delta,Solivia 5.2 TL,144,18,E100,6/29/2018,A130,5.2,97.5
46198,4.8,10/9/2018 0:00,SolarEdge,SE3800A-US,180,26,E100,10/9/2018,E130,4.15,98
46227,8.85,5/17/2017 0:00,Delta,Solivia 7.6 TL,90,26,E100,5/17/2017,E130,7.6,97.5
46289,9.76,10/26/2018 0:00,SolarEdge,SE7600A-US,270,23,E100,10/26/2018,E100,8.35,97.5
46304,7,5/4/2016 0:00,SolarEdge,SE6000A,178,32,E100,5/4/2016,E130,6,97.5
46321,6.4,2/27/2014 0:00,Power One,PVI-6000,183,34,E100,2/27/2014,E130,6,96.4
46328,8.8,4/8/2014 0:00,Power One,PVI-5000PVI-3.0,178,31,E100,4/8/2014,E130,8.3,96
46352,6.44,5/4/2016 0:00,Enphase,M250-60-2LL-S22,190,33,E100,5/4/2016,E130,,96.5
46353,5.67,3/7/2017 0:00,Delta,Solivia 5.2 TL,144,35,E100,3/7/2017,E130,5.2,97.5
46367,8.08,4/19/2014 0:00,Fronius,IG+ 7.5,108,34,E100,4/19/2014,E130,7.5,96.2
46382,6.4,6/3/2013 0:00,Power One,PVI-6000,203,26,E100,6/3/2013,E130,6,96.4
46558,8.54,5/24/2018 0:00,Delta,Solivia 6.6 TL,216,33,E100,5/24/2018,E130,6.6,97.5
46560,6,12/19/2012 0:00,Power One,PVI 6000,180,19,E100,12/19/2012,E130,6,96.4
46588,3,9/22/2010 0:00,PV Powered,PVP 3000,180,34,E100,9/22/2010,E130,3,93.5
46599,8.6,2/11/2015 0:00,SMA,(2)SB4000-US,175,27,E100,2/11/2015,E130,8,96.5
46615,6.72,7/2/2018 0:00,SolarEdge,SE7600A-US,180,26,E100,7/2/2018,E130,8.35,97.5
46620,4.94,1/31/2017 0:00,SolarEdge,SE3800A,183,30,E100,1/31/2017,E130,4.15,98
46774,4.8,8/2/2018 0:00,SolarEdge,SE7600A-USS,180,18,E100,8/2/2018,E130,8.35,97.5
46785,5.36,2/13/2017 0:00,SolarEdge,SE6000A-US-U,270,18,E100,2/13/2017,E130,6,97.5
46823,4.83,4/9/2018 0:00,Sunpower,SPR-X21-345-D-AC micros,180,23,E100,4/9/2018,E130,,
46852,103.85,10/28/2016 0:00,222 Laporte Yaskawa Solectria,(2) PVI36TL; (1) PVI28TL,180,5,E300,10/28/2016,E370,100,98
46939,4.35,2/27/2018 0:00,Enphase,IQ6-60-2-US,90,33,E100,2/27/2018,E130,,
47022,1.6,7/29/2010 0:00,Enphase,M190 (7),180,40,E100,7/29/2010,E130,1.33,95.5
47089,3.2,7/13/2011 0:00,Sunpower,SPR 4000f,180,23,E100,7/13/2011,E130,4,96
47158,3.2,6/5/2017 0:00,SolarEdge,SE3800A-US,180,40,E100,6/5/2017,E130,4.15,98
47213,3.1,7/9/2010 0:00,Enphase,M190 (14),180,23,E100,7/9/2010,E130,2.66,95.5
47397,6.4,4/10/2013 0:00,Enphase,M215 (26),180,23,E100,4/10/2013,E130,5.59,95.5
47454,2.4,10/4/2018 0:00,SolarEdge,SE-3000-US,90,27,E100,10/4/2018,E130,3.3,97.5
47551,2.64,12/3/2012 0:00,Enphase,M215(12),180,10,E100,12/3/2012,E130,2.58,95.5
47572,5.9,5/19/2014 0:00,Power-One,PVI-6000,180,27,E100,5/19/2014,E130,6,96.4
47680,3.92,10/5/2016 0:00,Enphase,M250-60-2LL-S22,140,20,E100,10/5/2016,A130,,96.5
47704,7.2,6/12/2017 0:00,SolarEdge,SE7600A-US,190,23,E100,6/12/2017,E140,8.35,97.5
47767,3.42,5/4/2018 0:00,Enphase,IQ+ 72-2-US,176,25,E100,5/4/2018,A130,,
48008,10,11/3/2011 0:00,otterbox Power One,PVI-10.0-US,180,15,E300,11/3/2011,E370,11,97
48132,3.2,6/22/2011 0:00,Enphase,D390 (7),180,45,E100,6/22/2011,E130,2.73,95
48212,3.75,7/20/2015 0:00,ABB Power One,PVI-3.0,180,20,E100,7/20/2015,E130,3.3,96
48389,2.52,6/16/2015 0:00,Enphase,(9) 280W,180,20,E100,6/16/2015,E130,2.52,96.5
48418,2.6,1/28/2009 0:00,Xantrex,GT3.3 N-NA-240,180,26,E100,1/28/2009,E130,3.3,94.5
48496,7.15,12/12/2014 0:00,Delta,Solivia 7.6 TL,180,27,E100,12/12/2014,E100,7.6,97.5
48539,2.8,1/28/2009 0:00,Fronius,IG3000,180,19,E100,1/28/2009,E130,2.35,95.2
48549,3.6,8/18/2017 0:00,SolarEdge,3800H-US,180,34,E100,8/18/2017,E130,4.15,98
48560,6.1,12/23/2014 0:00,SMA,SB 6000TL,225,3,E100,12/23/2014,E140,6,95.5
49105,3.2,6/22/2009 0:00,PV Powered,PVP3000,180,25,E100,6/22/2009,E130,3,93.5
49137,5.2,4/19/2018 0:00,Delta,Solivia 5.2 TL,181,27,E100,4/19/2018,E130,5.2,97.5
49153,3,5/21/2014 0:00,Power One,PVI-3.0,170,18,E100,5/21/2014,E130,3.3,96
49295,9.1,6/21/2016 0:00,SolarEdge,SE10000-US,180,36,E100,6/21/2016,E130,10.8,97.5
49599,2.36,4/7/2017 0:00,SolarEdge,SE3000A-US-U,160,18,E100,4/7/2017,E130,3.3,97.5
49604,4.1,9/16/2016 0:00,SolarEdge,SE3800A-US,133,27,E100,9/16/2016,E130,4.15,98
49605,5.5,8/21/2015 0:00,ABB Power One,PVI-3.6,128,22,E100,8/21/2015,E130,4,96
49632,2.3,6/15/2016 0:00,SolarEdge,SE3000A-US,130,22,E100,6/15/2016,E130,3.3,97.5
49687,3.8,4/19/2014 0:00,Power One,PVI-3.0,226,18,E100,4/19/2014,E130,3.3,96
49720,3.58,10/31/2018 0:00,ABB,UNO-DM-3.3-TL-PLUS-US-SZ-RA,180,26,E100,10/31/2018,E100,3.3,96.5
49737,5.8,8/2/2018 0:00,Delta,Solivia 5.2 TL,179,20,E100,8/2/2018,A130,5.2,97.5
49839,7.93,5/14/2018 0:00,Solaredge,SE7600H- US,190,23,E100,5/14/2018,A130,8.35,97.5
49844,9.94,4/1/2019 0:00,SolarEdge,SE10000H-US,170,18,E100,4/1/2019,E140,10.8,97.5
49879,44,1/21/2011 0:00,SMA (9),see list,180,15,E200,1/21/2011,E370,,
49991,4,4/19/2014 0:00,Power One,PVI 3.6,180,19,E100,4/19/2014,E130,4,96
49994,8,12/3/2015 0:00,SolarEdge,SE6000A-US,179,27,E100,12/3/2015,E130,6,97.5
50009,7,9/5/2018 0:00,SolarEdge,SE7600A-USS,148,5,E100,9/5/2018,E130,8.35,97.5
50038,6.3,4/12/2018 0:00,SolarEdge,HD Wave 6000H,166,27,E100,4/12/2018,E130,6,97.5
